Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank
"We Are Legion (We Are Bob): Bobiverse, Book 1",Dennis E. Taylor,4.6,1661,668.0,"There's a reason We Are Legion, We Are Bob was named Audible's Best Science Fiction Book of 2016: its irresistibly irreverent wit! Bob Johansson has just sold his software company for a small fortune and is looking forward to a life of leisure. The first item on his to-do list: spending his newfound windfall. On an urge to splurge, he signs up to have his head cryogenically preserved in case of death. Then he gets himself killed crossing the street. Waking up 117 years later, Bob discovers his mind has been uploaded into a sentient space probe with the ability to replicate itself. Bob and his clones are on a mission to find new homes for humanity and boldly go where no Bob has gone before.",596.0,First Contact Science Fiction,3
"Winnie-the-Pooh: A.A. Milne's Pooh Classics, Volume 1",A. A. Milne,4.7,898,468.0,"Blackstone Audiobooks presents, from the unabridged collection A.A. Milne's Pooh Classics, the 10 stories of Winnie-the-Pooh performed by Peter Dennis. This is the only reading of these immortal stories authorized by A.A. Milne's son, Christopher Robin, who wrote, ""Peter Dennis has made himself Pooh's Ambassador Extraordinare and no bear has ever had a more devoted friend. So if you want to meet the real Pooh, the bear I knew, the bear my father wrote about, listen to Peter.""",166.0,Bears Fiction for Children,1
The Night Circus,Erin Morgenstern,4.4,7351,888.0,"Telling her tale with all the attention to detail that has led fans to compare her to such literary greats as H. G. Wells, Erin Morgenstern's world is as dark and thrilling as it is monochromatic.",819.0,Women Biographies,999
How Clients Buy: A Practical Guide to Business Development for Consulting and Professional Services,Tom McMakin,4.6,57,586.0,The real-world guide to selling your services and bringing in business....,394.0,Business Consulting,3
The Little Book of Market Wizards: Lessons from the Greatest Traders,Jack D. Schwager,3.7,14,501.0,An accessible look at the art of investing and how to adopt the practices of top professionals ,229.0,Marketing,52
Vaishali Ki Nagarvadhu [City of Vaishali],Acharya Chatursen,4.2,128,1171.0,‘I take back all my books thus far and declare Vaishali ki Nagarvadhu as my only work.’ (Acharya Chatursen)  ,1433.0,Classic Literature,35
The Overstory,Richard Powers,4.4,660,1093.0,Brought to you by Penguin. ,1378.0,Metaphysical & Visionary Fiction,7
A Book of Simple Living: Brief Notes from the Hills,Ruskin Bond,4.8,166,233.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Secrets of Closing the Sale,Zig Ziglar,4.6,277,1171.0,"Zig Ziglar provides vital strategies for specific closes, hundreds of sales questions, and dozens of persuasion techniques to help everyone sell their ideas, or themselves. No matter what your age, gender, occupation, or lifestyle, these proven techniques from America's selling sensation can work for you.",914.0,Personal Success,999
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.6,730,683.0,"Penguin presents the unabridged downloadable audiobook edition of Captivate: The Science of Succeeding with People, written and read by Vanessa Van Edwards. ",-60.0,Lifestyle & Personal Style Guides,999
Lean vs Agile vs Design Thinking: What You Really Need to Know to Build High-Performing Digital Product Teams,Jeff Gothelf,3.3,87,132.0,"As companies evolve to adopt, integrate, and leverage software as the defining element of their success in the 21st century, a rash of processes and methodologies are vying for their product teams' attention. In the worst of cases, each discipline on these teams - product management, design, and software engineering - learn a different model. This short, tactical book reconciles the perceived differences in Lean Startup, Design Thinking, and Agile software development by focusing not on rituals and practices but on the values that underpin all three methods. ",2700.0,Power Resource Engineering,1
The Glass Hotel,Emily St. John Mandel,4.1,844,323.0,"The Glass Hotel begins at the end, with a fall: a woman plummeting from the deck of a cargo ship, her body quickly swallowed by the sea. It is a death that happens between continents, outside of jurisdictions: a death that will likely go unremarked and unsolved. ",628.0,Dystopian Science Fiction,9
"Coaching for Performance, Fourth Edition: GROWing Human Potential and Purpose - The Principles and Practice of Coaching and Leadership",John Whitmore,4.5,184,680.0,"Coaching is a way of managing, a way of treating people, a way of thinking, a way of being. Coaching has matured into an invaluable profession fit for our times and this fourth edition of the most widely read coaching book takes it to the next frontier. ",421.0,Mentoring & Coaching,11
"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long",David Rock,4.6,449,13345.0,"Meet Emily and Paul: The parents of two young children, Emily is the newly promoted VP of marketing at a large corporation while Paul works from home or from clients' offices as an independent IT consultant. Their lives, like all of ours, are filled with a bewildering blizzard of emails, phone calls, yet more emails, meetings, projects, proposals, and plans. Just staying ahead of the storm has become a seemingly insurmountable task.",582.0,Business Decision Making & Problem Solving,15
Rich Dad's Before You Quit Your Job: 10 Real-Life Lessons Every Entrepreneur Should Know About Building a Multimillion-Dollar Business,Robert T. Kiyosaki,4.7,187,670.0,"When Before You Quit Your Job was written and published, it was a guidebook for aspiring entrepreneurs. Today - with the job market in shambles, overseas outsourcing and high unemployment - it can be a path to the salvation so many are looking for: A way take control of their life and use their skills and talents to create their future.",478.0,New Business Enterprises,5
A Children's History of India,Subhadra Sen Gupta,4.4,291,836.0,"Which were the first cities of India, and how were they discovered? What was it like living in Mughal times? How did the British, who had come to trade in India, end up ruling thecountry? How has India changed after Independence? ",709.0,Asian History for Children,1
If Tomorrow Comes,Sidney Sheldon,4.5,1240,702.0,"Tracy Whitney is on top of the world. She is young, beautiful, intelligent, and about to marry into wealth and glamour until, betrayed by her own innocence, she finds herself in prison, framed by a ruthless mafia gang and abandoned by the man she loves. Beaten and broken, but surviving with stunning ingenuity, Tracy emerges from her savage ordeal determined to avenge herself from those who have destroyed her life. From New Orleans to London to Paris to Madrid to Amsterdam, Tracy plays for the highest stakes in a deadly game. Only one man can challenge her - he is handsome, persuasive, and every bit as daring. And only one man can stop her - he is an evil genius whose only hope of salvation is to destroy Tracy. ",756.0,Espionage Thrillers,17
Memory Man,David Baldacci,4.5,12111,323.0,"The next novel from the best-selling crime author David Baldacci. Amos Decker is a former professional football player whose career was ended by a terrible hit. Now a police detective, Amos is still haunted by a side effect from the accident he can never forget. ",796.0,Private Investigator Mysteries,3
"Scaling Up: How a Few Companies Make It...and Why the Rest Don't, Rockefeller Habits 2.0",Verne Harnish,4.7,705,668.0,"It's been over a decade since Verne Harnish's best-selling book Mastering the Rockefeller Habits was first released. Scaling Up: How a Few Companies Make It...and Why the Rest Don't is the first major revision of this business classic. In Scaling Up, Harnish and his team share practical tools and techniques for building an industry-dominating business. These approaches have been honed from over three decades of advising tens of thousands of CEOs and executives and helping them navigate the increasing complexities (and weight) that come with scaling up a venture. ",529.0,Non-Profits & Charities,6
The Far Field: A Novel,Madhuri Vijay,4.4,127,1172.0,"In the wake of her mother's death, Shalini, a privileged and restless young woman from Bangalore, sets out for a remote Himalayan village in the troubled northern region of Kashmir. Certain that the loss of her mother is somehow connected to the decade-old disappearance of Bashir Ahmed, a charming Kashmiri salesman who frequented her childhood home, she is determined to confront him. But upon her arrival, Shalini is brought face to face with Kashmir's politics, as well as the tangled history of the local family that takes her in. And when life in the village turns volatile and old hatreds threaten to erupt into violence, Shalini finds herself forced to make a series of choices that could hold dangerous repercussions for the very people she has come to love.",840.0,Literary Fiction,43
Terry Pratchett: BBC Radio Drama Collection: Seven BBC Radio 4 Full-Cast Dramatisations,Terry Pratchett,4.8,110,1093.0,A collection of the full-cast BBC Radio dramatisations of novels by Terry Pratchett.,793.0,Fantasy Dramatisations,5
Company of One: Why Staying Small Is the Next Big Thing for Business,Paul Jarvis,4.5,237,683.0,"Penguin presents the audiobook edition of Company of One by Paul Jarvis, read by Sam Woolf. ",497.0,Creativity,11
